"pre","ACD","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOF_avg","NOF_max","NOF_sum","NOI","NOM_avg","NOM_max","NOM_sum","NOT","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC","CC_avg","CC_max","CC_sum","target"
1,0,5.5,7,11,19,20,38,3,3,6,0,0,0,0,2,2,2,1,1,1,1,0,0,0,2.5,4,5,59,9,9,18,FALSE
2,0,2.125,13,17,2.25,11,18,1.125,2,9,1,1,1,0,8,8,8,1,0,0,0,0,0,0,0.375,1,3,49,1.25,3,10,FALSE
3,0,9,9,9,19,19,19,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,33,4,4,4,FALSE
1,0,1.25,2,5,1.75,5,7,1.25,2,5,0,0,0,0,1,1,1,1,2,2,2,3,3,3,1.25,2,5,23,1.25,2,5,TRUE
1,3,3.7037037037037,23,100,7.40740740740741,47,200,1.66666666666667,5,45,3,3,3,0,16,16,16,1,8,8,8,11,11,11,0.740740740740741,3,20,317,2.77777777777778,13,75,TRUE
1,11,5.68518518518519,56,307,8.11111111111111,75,438,1.37037037037037,4,74,3.8,16,19,0,9.4,25,47,1,0.8,4,4,1.4,7,7,0.722222222222222,3,39,646,2.01851851851852,9,109,FALSE
0,3,3.58333333333333,10,43,7.08333333333333,23,85,1.25,2,15,8,8,8,0,12,12,12,1,2,2,2,0,0,0,1.58333333333333,7,19,136,1.83333333333333,4,22,FALSE
0,0,4,11,12,6.33333333333333,15,19,1.66666666666667,3,5,0,0,0,0,3,3,3,1,0,0,0,0,0,0,2,2,6,35,3.33333333333333,7,10,FALSE
0,0,2.71428571428571,15,19,3.42857142857143,18,24,1,3,7,2,2,2,0,7,7,7,1,0,0,0,0,0,0,0.714285714285714,2,5,50,1.14285714285714,4,8,FALSE
1,0,3.8,6,19,6.4,12,32,1.8,3,9,1.5,2,3,0,2.5,4,5,1,0,0,0,0,0,0,1.6,4,8,67,2.2,3,11,FALSE
1,0,3.16666666666667,10,19,6.33333333333333,23,38,1.5,3,9,2,2,2,0,6,6,6,1,0,0,0,0,0,0,1.5,3,9,65,2.66666666666667,7,16,FALSE
0,0,3.6,5,18,7.2,10,36,1.6,2,8,3,3,3,0,5,5,5,1,4,4,4,0,0,0,1,4,5,59,3,4,15,FALSE
2,8,3.74193548387097,33,116,9.61290322580645,70,298,1.87096774193548,3,58,2.44444444444444,21,22,0,3.44444444444444,22,31,1,0,0,0,0,0,0,1.03225806451613,5,32,415,2.80645161290323,16,87,FALSE
1,0,4,7,8,6,11,12,1,1,2,5,5,5,0,2,2,2,1,0,0,0,0,0,0,2.5,5,5,27,2,3,4,FALSE
0,0,6.5,11,13,5.5,10,11,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,21,1,1,2,FALSE
0,0,5,9,10,3.5,6,7,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,16,1,1,2,FALSE
0,0,5,9,10,3.5,6,7,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,16,1,1,2,FALSE
0,0,3.5,4,7,10.5,16,21,2,2,4,0,0,0,0,2,2,2,1,0,0,0,0,0,0,3,4,6,34,4,6,8,FALSE
1,3,4.96078431372549,35,253,8.03921568627451,31,410,1.64705882352941,5,84,7,19,21,0,17,48,51,1,0,0,0,0,0,0,0.862745098039216,3,44,574,2.62745098039216,7,134,FALSE
0,1,6.77777777777778,19,61,9.55555555555556,23,86,1.66666666666667,3,15,1,1,2,0,4.5,7,9,1,0,0,0,0,0,0,1.11111111111111,3,10,139,2.66666666666667,6,24,FALSE
0,0,0.823529411764706,4,14,1.76470588235294,7,30,1,1,17,6,6,6,0,17,17,17,1,0,0,0,0,0,0,0.470588235294118,2,8,73,1.23529411764706,3,21,FALSE
9,14,5.04395604395604,21,459,7.68131868131868,32,699,1.61538461538462,5,147,7.5,43,45,0,15,77,90,1,1.83333333333333,11,11,0.166666666666667,1,1,0.868131868131868,7,79,1023,2.17582417582418,13,198,TRUE
0,0,0,0,0,0,0,0,0.785714285714286,1,11,0,0,0,0,14,14,14,1,0,0,0,0,0,0,0.571428571428571,3,8,30,0.785714285714286,1,11,FALSE
0,4,3.33333333333333,13,60,5.94444444444444,24,107,1.55555555555556,4,28,12,12,12,0,18,18,18,1,0,0,0,0,0,0,0.833333333333333,3,15,187,1.61111111111111,4,29,FALSE
0,0,5,10,25,6,11,30,1.8,3,9,0,0,0,0,3,3,3,1,1,1,1,2,2,2,4.2,5,21,53,2.4,4,12,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,5,0,0,0,FALSE
0,0,0.142857142857143,1,3,1.38095238095238,3,29,1,1,21,2,2,2,0,18,18,18,1,0,0,0,3,3,3,0.428571428571429,2,9,79,1,1,21,FALSE
0,0,14.6666666666667,80,132,22.1111111111111,118,199,2.77777777777778,7,25,1.5,3,3,0,0.5,1,1,1,0,0,0,4,8,8,2.77777777777778,6,25,241,6.77777777777778,32,61,FALSE
0,0,1.55555555555556,4,14,6,18,54,1.66666666666667,2,15,0,0,0,0,0,0,0,1,0,0,0,9,9,9,2.88888888888889,7,26,82,2.11111111111111,5,19,FALSE
0,0,1.6,4,8,1.6,4,8,1,1,5,1,1,1,0,5,5,5,1,0,0,0,0,0,0,1,1,5,26,1,1,5,FALSE
1,0,6,21,54,9.11111111111111,23,82,1.77777777777778,3,16,0,0,0,0,1,1,1,1,0,0,0,8,8,8,1.33333333333333,2,12,118,3,9,27,FALSE
1,0,4.16666666666667,11,25,5.16666666666667,13,31,1.16666666666667,2,7,0,0,0,0,1,1,1,1,0,0,0,5,5,5,0.666666666666667,1,4,60,2.33333333333333,7,14,FALSE
3,2,4.73333333333333,11,71,8.06666666666667,22,121,1.93333333333333,4,29,1.5,3,3,0,2.5,3,5,1,0,0,0,5,10,10,1.53333333333333,3,23,191,3.33333333333333,12,50,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,FALSE
0,1,3,12,27,5.55555555555556,20,50,1.77777777777778,6,16,2,2,2,0,9,9,9,1,1,1,1,0,0,0,0.555555555555556,2,5,94,1.66666666666667,5,15,FALSE
1,3,2.78787878787879,16,92,7.18181818181818,44,237,1.84848484848485,5,61,7.5,15,15,0,15,29,30,1,0,0,0,1.5,3,3,1.21212121212121,4,40,336,2.63636363636364,9,87,FALSE
0,0,5.25,11,21,7.5,16,30,1.75,3,7,2,2,2,0,4,4,4,1,0,0,0,0,0,0,0,0,0,49,2,4,8,FALSE
4,3,10.1538461538462,32,396,14.8461538461538,44,579,2.46153846153846,6,96,13,13,13,0,37,37,37,1,8,8,8,2,2,2,0.923076923076923,3,36,748,3.79487179487179,11,148,FALSE
0,4,5,34,115,10.1304347826087,63,233,1.8695652173913,8,43,7,11,14,0,11.5,15,23,1,2,4,4,0,0,0,0.608695652173913,3,14,332,2.17391304347826,9,50,FALSE
0,1,7.28571428571429,34,51,11.8571428571429,50,83,2.28571428571429,6,16,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.142857142857143,1,1,120,3.28571428571429,12,23,FALSE
1,5,8.05882352941176,64,274,10.8529411764706,60,369,1.82352941176471,5,62,5.5,11,11,0,16.5,30,33,1,4,8,8,0.5,1,1,0.705882352941177,3,24,511,2.44117647058824,9,83,FALSE
0,1,7.46153846153846,35,97,11,40,143,2.46153846153846,7,32,2.5,5,5,0,5,8,10,1,0.5,1,1,1.5,3,3,0.923076923076923,2,12,215,3.23076923076923,8,42,FALSE
0,0,1.25,2,5,1.75,5,7,1.25,2,5,0,0,0,0,1,1,1,1,2,2,2,3,3,3,1.25,2,5,23,1.25,2,5,FALSE
0,0,0,0,0,0.5,2,4,0,0,0,0,0,0,1,8,8,8,0,3,3,3,0,0,0,2,5,16,14,0,0,0,FALSE
1,0,2,2,4,1,1,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,2,10,1,1,2,FALSE
0,0,1.45833333333333,7,35,3.04166666666667,10,73,1,1,24,0,0,0,0,1,1,1,1,20,20,20,23,23,23,0.958333333333333,5,23,120,1.16666666666667,3,28,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.75,27,47,0,0.5,2,2,0,0,0,0.659574468085106,7,31,60,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,FALSE
0,0,0.818181818181818,1,9,1.27272727272727,4,14,1.09090909090909,2,12,1,1,1,0,11,11,11,1,0,0,0,0,0,0,0.181818181818182,1,2,43,1.09090909090909,2,12,FALSE
0,0,1.16666666666667,2,35,1.43333333333333,5,43,1,1,30,1,1,1,0,30,30,30,1,0,0,0,0,0,0,1.03333333333333,7,31,110,1.13333333333333,2,34,FALSE
0,0,0.928571428571429,2,13,1.14285714285714,3,16,1,1,14,1,1,1,0,14,14,14,1,0,0,0,0,0,0,0.214285714285714,1,3,52,1.07142857142857,2,15,FALSE
0,0,0.714285714285714,1,5,1.28571428571429,3,9,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.428571428571429,1,3,29,1.14285714285714,2,8,FALSE
1,0,4.66666666666667,11,28,5.83333333333333,13,35,1.66666666666667,2,10,2,2,2,0,5,5,5,1,1,1,1,1,1,1,0.666666666666667,1,4,59,1.66666666666667,3,10,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62,62,62,0,0,0,0,0,0,65,0,0,0,FALSE
0,0,4.58333333333333,13,55,6.25,20,75,1.58333333333333,3,19,4,4,4,0,12,12,12,1,0,0,0,0,0,0,1.16666666666667,3,14,110,3,7,36,FALSE
1,0,11.2,70,392,14.1428571428571,110,495,1.82857142857143,4,64,7,7,7,0,33,33,33,1,16,16,16,2,2,2,1.45714285714286,4,51,600,4.94285714285714,33,173,FALSE
0,0,9.08333333333333,31,109,13.4166666666667,33,161,2.08333333333333,4,25,3,3,3,0,11,11,11,1,0,0,0,1,1,1,1.58333333333333,3,19,201,4.58333333333333,12,55,FALSE
0,0,6.73972602739726,67,492,10.5753424657534,93,772,1.72602739726027,6,126,4.4,6,22,0,14.6,34,73,1,0.2,1,1,0,0,0,0.808219178082192,5,59,957,4.21917808219178,33,308,FALSE
0,0,2,4,4,1,2,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,1,1,2,15,1,1,2,TRUE
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,8,1,1,1,FALSE
0,0,3.75,10,15,8,12,32,2,3,8,0,0,0,0,0,0,0,1,3,3,3,4,4,4,0.75,1,3,64,3.5,6,14,FALSE
0,0,2.6,9,13,4,13,20,1.6,3,8,0,0,0,0,0,0,0,1,1,1,1,5,5,5,1.4,3,7,41,1.8,4,9,FALSE
0,0,0,0,0,1,1,7,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,0.142857142857143,1,1,26,1,1,7,FALSE
0,0,3.16666666666667,10,19,6.5,25,39,1.33333333333333,3,8,2,2,2,0,4,4,4,1,0,0,0,2,2,2,0.833333333333333,1,5,62,2.5,7,15,FALSE
4,0,2.325,17,93,4.275,30,171,1.325,3,53,7,7,7,0,38,38,38,1,3,3,3,2,2,2,0.4,2,16,277,1.9,8,76,FALSE
1,0,3.2,12,48,3.53333333333333,13,53,1,1,15,1,1,1,0,11,11,11,1,0,0,0,4,4,4,0.333333333333333,1,5,92,2.66666666666667,9,40,FALSE
0,0,3.1875,13,51,4.125,16,66,1.4375,4,23,1,2,2,0,8,15,16,1,0,0,0,0,0,0,1.3125,3,21,110,2.25,7,36,TRUE
0,0,0.875,2,7,3.75,11,30,1.125,2,9,0,0,0,0,0,0,0,1,2,2,2,8,8,8,2,3,16,54,2.125,4,17,FALSE
0,0,0.615384615384615,2,8,2,7,26,1,1,13,4,4,4,0,13,13,13,1,0,0,0,0,0,0,0.384615384615385,1,5,59,1.46153846153846,5,19,FALSE
0,0,0.25,1,1,1.25,2,5,1,1,4,1,1,1,0,4,4,4,1,0,0,0,0,0,0,0.5,1,2,17,1,1,4,FALSE
0,0,0.5,1,6,1.66666666666667,4,20,1,1,12,4,4,4,0,12,12,12,1,0,0,0,0,0,0,0.416666666666667,1,5,51,1.16666666666667,3,14,FALSE
0,0,0.454545454545455,1,5,1.45454545454545,2,16,1,1,11,4,4,4,0,11,11,11,1,0,0,0,0,0,0,0.454545454545455,1,5,45,1,1,11,FALSE
0,0,0.230769230769231,3,3,1.23076923076923,3,16,1,1,13,1,1,1,0,13,13,13,1,0,0,0,0,0,0,0.153846153846154,1,2,49,1.15384615384615,3,15,FALSE
0,0,0.888888888888889,5,8,2.66666666666667,13,24,1.22222222222222,3,11,5,5,5,0,9,9,9,1,2,2,2,0,0,0,0.333333333333333,1,3,54,1.55555555555556,5,14,FALSE
0,0,0.375,1,3,1.25,2,10,1,1,8,3,3,3,0,8,8,8,1,0,0,0,0,0,0,0.375,1,3,32,1,1,8,FALSE
0,0,0.75,2,6,1.5,3,12,1,1,8,3,3,3,0,8,8,8,1,5,5,5,0,0,0,0.375,1,3,41,1.375,4,11,FALSE
0,0,0.666666666666667,4,16,2,13,48,0.958333333333333,1,23,10,10,10,0,24,24,24,1,0,0,0,0,0,0,0.458333333333333,1,11,109,1.33333333333333,9,32,FALSE
0,0,0.666666666666667,2,6,1.22222222222222,2,11,1,1,9,2,2,2,0,9,9,9,1,1,1,1,0,0,0,0.333333333333333,1,3,36,1.11111111111111,2,10,FALSE
0,0,0.666666666666667,3,10,1.8,6,27,1.06666666666667,2,16,6,6,6,0,15,15,15,1,5,5,5,0,0,0,0.466666666666667,1,7,72,1.26666666666667,4,19,FALSE
0,0,1.72727272727273,4,38,2.40909090909091,11,53,1.04545454545455,2,23,4,4,4,0,21,21,21,1,0,0,0,1,1,1,0.909090909090909,2,20,112,1.40909090909091,6,31,FALSE
0,0,0.5,1,1,1.5,2,3,1,1,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,11,1,1,2,FALSE
0,0,5.29411764705882,34,90,9.29411764705882,60,158,1.58823529411765,4,27,4,5,8,0,8.5,11,17,1,0,0,0,0,0,0,0.529411764705882,2,9,221,2.94117647058824,17,50,FALSE
0,0,3.125,8,25,6,19,48,2,4,16,1,1,1,0,8,8,8,1,0,0,0,0,0,0,0.875,2,7,76,2,4,16,FALSE
0,0,0.666666666666667,1,2,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,13,1,1,3,FALSE
0,0,2.41176470588235,8,41,3.94117647058824,14,67,1.35294117647059,3,23,1,1,1,0,3,3,3,1,9,9,9,14,14,14,0.882352941176471,3,15,126,1.64705882352941,5,28,FALSE
0,0,1.33333333333333,2,4,1.66666666666667,2,5,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,15,1,1,3,FALSE
0,0,0.666666666666667,1,2,1,1,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,13,1,1,3,FALSE
0,0,3.71428571428571,17,52,3.5,16,49,1.07142857142857,2,15,0,0,0,0,0,0,0,1,26,26,26,14,14,14,1.07142857142857,2,15,132,1.28571428571429,3,18,TRUE
0,0,0,0,0,1,1,5,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,21,1,1,5,FALSE
0,0,7,30,42,10.1666666666667,51,61,1.83333333333333,6,11,0,0,0,0,0,0,0,1,1,1,1,6,6,6,2.5,6,15,87,3.66666666666667,15,22,FALSE
0,0,7.73684210526316,60,147,11.2105263157895,65,213,2,4,38,1.5,2,3,0,9.5,17,19,1,2,4,4,0,0,0,1.36842105263158,5,26,285,3.21052631578947,12,61,FALSE
0,0,5.83333333333333,29,105,11.2777777777778,66,203,2.16666666666667,4,39,0.666666666666667,1,2,0,5.33333333333333,11,16,1,1.33333333333333,4,4,0.666666666666667,2,2,1.5,5,27,276,3,6,54,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,6,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,4.5,5,9,8,0,0,0,FALSE
1,0,9.02631578947368,34,343,13.2368421052632,41,503,2.47368421052632,6,94,1.66666666666667,3,5,0,12,31,36,1,1.33333333333333,4,4,0.666666666666667,2,2,2.21052631578947,5,84,629,4.26315789473684,11,162,FALSE
0,0,1.29411764705882,5,22,2.58823529411765,9,44,1.17647058823529,2,20,2,4,4,0,8.5,16,17,1,0,0,0,0,0,0,1.29411764705882,4,22,96,1.58823529411765,3,27,FALSE
0,0,3.83333333333333,11,46,6.08333333333333,17,73,1.66666666666667,4,20,7,7,7,0,12,12,12,1,0,0,0,0,0,0,1.25,4,15,116,2.16666666666667,5,26,FALSE
0,0,0.5,2,2,1.25,3,5,1,1,4,1,1,1,0,4,4,4,1,1,1,1,0,0,0,0.75,1,3,20,1,1,4,FALSE
0,0,14.2068965517241,103,412,26.4137931034483,205,766,2.48275862068966,9,72,0,0,0,0,27,27,27,1,17,17,17,2,2,2,2.31034482758621,5,67,937,6.41379310344828,49,186,TRUE
0,0,5.8,22,58,11.9,52,119,2.2,4,22,0.5,1,1,0,4,6,8,1,1,2,2,1,2,2,1.8,5,18,162,2.8,6,28,FALSE
0,0,3.75,9,15,6.5,14,26,2.25,3,9,0,0,0,0,0,0,0,1,1,1,1,4,4,4,1.75,3,7,46,3,6,12,FALSE
0,0,12.8,26,64,38.4,94,192,2.8,4,14,0,0,0,0,0,0,0,1,15,15,15,5,5,5,0.6,2,3,225,11,28,55,FALSE
0,0,4.33333333333333,6,13,7,10,21,1,1,3,0,0,0,0,0,0,0,1,0,0,0,3,3,3,0.333333333333333,1,1,34,2.33333333333333,3,7,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.75,27,47,0,0.5,2,2,0,0,0,0.659574468085106,7,31,60,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,7,0,0,0,FALSE
0,0,0,0,0,1.6,4,8,1,1,5,4,4,4,0,5,5,5,1,0,0,0,0,0,0,0.8,4,4,26,1,1,5,FALSE
2,0,4.4,17,22,14,42,70,2.8,5,14,4,4,4,0,5,5,5,1,0,0,0,0,0,0,0.8,2,4,91,4,9,20,FALSE
2,0,1.9,18,38,3.1,20,62,1.2,3,24,7,7,7,0,20,20,20,1,0,0,0,0,0,0,0.65,2,13,117,1.8,7,36,FALSE
14,1,7.5,32,165,12.5909090909091,53,277,2.09090909090909,4,46,6,6,6,0,18,18,18,1,12,12,12,4,4,4,0.590909090909091,2,13,354,4.09090909090909,14,90,FALSE
3,0,14.125,25,113,27.125,63,217,3.125,4,25,5,5,5,0,8,8,8,1,1,1,1,0,0,0,1.5,4,12,259,8.125,17,65,FALSE
4,0,3.03225806451613,34,94,4.74193548387097,34,147,1.25806451612903,3,39,15,15,15,0,31,31,31,1,0,0,0,0,0,0,0.645161290322581,7,20,241,2.7741935483871,20,86,FALSE
2,0,10,28,40,14.5,26,58,2.5,3,10,3,3,3,0,4,4,4,1,1,1,1,0,0,0,1.5,4,6,79,4.25,7,17,FALSE
3,0,6.57142857142857,18,46,9.14285714285714,19,64,1.85714285714286,3,13,5,5,5,0,7,7,7,1,1,1,1,0,0,0,1.85714285714286,4,13,96,3.42857142857143,6,24,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,40,40,0,0,0,0,0,0,44,0,0,0,FALSE
0,0,1.6,3,8,3.4,11,17,1.2,2,6,0,0,0,0,0,0,0,1,2,2,2,5,5,5,2,3,10,34,1.8,4,9,FALSE
12,1,6.39285714285714,72,358,10.9285714285714,84,612,2.03571428571429,7,114,9,9,9,0,49,49,49,1,17,17,17,7,7,7,0.875,7,49,766,3.64285714285714,22,204,TRUE
0,0,1,1,2,4.5,8,9,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0.5,1,1,19,2,3,4,FALSE
0,0,1.46153846153846,7,19,2.53846153846154,14,33,1.15384615384615,3,15,5,5,5,0,13,13,13,1,0,0,0,0,0,0,0.461538461538462,1,6,67,1.46153846153846,5,19,FALSE
0,0,3.66666666666667,7,22,7.66666666666667,12,46,2,4,12,1,2,2,0,3,5,6,1,0.5,1,1,0,0,0,1.5,4,9,71,2.5,3,15,FALSE
0,0,3.5,6,7,6,11,12,1.5,2,3,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,22,2.5,4,5,FALSE
7,1,5.46666666666667,28,246,8.82222222222222,57,397,1.62222222222222,4,73,12,12,12,0,45,45,45,1,2,2,2,0,0,0,0.422222222222222,2,19,513,3.37777777777778,15,152,FALSE
0,0,0,0,0,2.6,7,13,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.6,2,3,30,1.8,4,9,FALSE
5,0,7.33333333333333,12,88,10.1666666666667,21,122,1.75,3,21,0,0,0,0,0,0,0,1,3,3,3,12,12,12,1.58333333333333,4,19,157,4.75,9,57,FALSE
1,0,3.1,17,31,8,19,80,1.6,3,16,6,6,6,0,10,10,10,1,7,7,7,0,0,0,1,2,10,117,3.9,11,39,FALSE
1,0,0.941176470588235,14,16,2.52941176470588,21,43,1.11764705882353,2,19,13,13,13,0,16,16,16,1,3,3,3,1,1,1,0.235294117647059,3,4,99,1.11764705882353,2,19,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,8,0,0,0,FALSE
1,0,8,19,72,21.4444444444444,66,193,2.44444444444444,4,22,9,9,9,0,9,9,9,1,5,5,5,0,0,0,1.66666666666667,5,15,235,7,15,63,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,0,0,0,0,0,0,9,0,0,0,FALSE
0,2,4.27272727272727,15,47,7.81818181818182,26,86,1.81818181818182,5,20,3,3,3,0,11,11,11,1,0,0,0,0,0,0,0.636363636363636,2,7,125,2.72727272727273,8,30,FALSE
0,0,1.85714285714286,4,13,4,12,28,1,1,7,0,0,0,0,1,1,1,1,2,2,2,6,6,6,0.285714285714286,1,2,35,1,1,7,FALSE
0,2,5.76470588235294,14,98,10.2941176470588,23,175,1.76470588235294,3,30,1.66666666666667,3,5,0,5,6,15,1,1.33333333333333,4,4,0.666666666666667,2,2,1,4,17,278,3.52941176470588,8,60,FALSE
