"pre","ACD","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOF_avg","NOF_max","NOF_sum","NOI","NOM_avg","NOM_max","NOM_sum","NOT","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC","CC_avg","CC_max","CC_sum","target"
1,0,2.5,9,15,4.16666666666667,9,25,1.16666666666667,2,7,1,1,1,0,5,5,5,1,11,11,11,1,1,1,0.833333333333333,2,5,58,1.33333333333333,2,8,FALSE
1,0,9,25,54,14.6666666666667,44,88,2.16666666666667,5,13,1,1,1,0,6,6,6,1,6,6,6,0,0,0,0.333333333333333,1,2,126,3.5,11,21,FALSE
0,0,1.25,3,5,1.75,4,7,0.75,1,3,0,0,0,0,4,4,4,1,0,0,0,0,0,0,1.5,3,6,21,1,2,4,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,11,11,0,0,0,0,0,0,14,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,FALSE
0,1,11.6666666666667,26,35,16.6666666666667,25,50,2.66666666666667,5,8,0,0,0,0,3,3,3,1,0,0,0,0,0,0,2.33333333333333,5,7,62,4,6,12,FALSE
0,0,0.75,2,3,1.75,5,7,1.25,2,5,0,0,0,0,1,1,1,1,2,2,2,3,3,3,0.75,2,3,23,1.25,2,5,FALSE
6,0,4.2,14,63,7.6,28,114,1.66666666666667,4,25,2,4,4,0,1.5,2,3,1,4,8,8,6,12,12,1.4,3,21,167,3,8,45,FALSE
1,3,3.41666666666667,27,41,7.83333333333333,59,94,1.08333333333333,2,13,10,10,10,0,12,12,12,1,0,0,0,0,0,0,0.75,3,9,144,1.75,6,21,FALSE
1,0,13.5,21,27,16,26,32,1.5,2,3,2,2,2,0,2,2,2,1,0,0,0,0,0,0,1,2,2,51,2.5,4,5,FALSE
1,1,13.5,21,54,15.75,30,63,1.75,2,7,6,6,6,0,4,4,4,1,0,0,0,0,0,0,0.75,3,3,89,2.5,5,10,FALSE
0,2,5.41666666666667,31,65,7.5,41,90,1.5,5,18,4.5,9,9,0,6,11,12,1,1,2,2,0,0,0,0.583333333333333,1,7,141,1.91666666666667,7,23,FALSE
5,2,3.58333333333333,9,43,6.41666666666667,19,77,1.08333333333333,2,13,4,4,4,0,11,11,11,1,0,0,0,0,0,0,1,3,12,122,1.33333333333333,3,16,FALSE
1,0,1.6,2,8,1.8,4,9,1,1,5,2,2,2,0,5,5,5,1,0,0,0,0,0,0,1.2,3,6,26,1.2,2,6,FALSE
0,0,3.75,10,30,8.125,15,65,1.5,3,12,4,4,4,0,8,8,8,1,0,0,0,0,0,0,0.5,2,4,96,2.625,5,21,FALSE
1,0,10.2,18,51,8,16,40,1.2,2,6,3,3,3,0,5,5,5,1,0,0,0,0,0,0,0.4,1,2,70,1.6,4,8,TRUE
0,0,1.66666666666667,3,5,4,9,12,1.66666666666667,3,5,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1.66666666666667,2,5,30,2.33333333333333,4,7,FALSE
0,0,0.25,1,1,0.75,2,3,1,1,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,1,3,4,16,1,1,4,FALSE
0,0,3.33333333333333,10,10,7.33333333333333,20,22,2,4,6,2,2,2,0,3,3,3,1,0,0,0,0,0,0,1,1,3,36,2.33333333333333,5,7,FALSE
1,0,7.42857142857143,21,52,7.85714285714286,18,55,1,1,7,2,2,2,0,7,7,7,1,3,3,3,0,0,0,0.571428571428571,1,4,86,1.85714285714286,4,13,FALSE
1,1,7.71428571428571,21,54,9.14285714285714,18,64,1.14285714285714,2,8,2,2,2,0,7,7,7,1,3,3,3,0,0,0,0.571428571428571,1,4,96,1.85714285714286,4,13,FALSE
3,2,9.23529411764706,40,157,13.8823529411765,48,236,2.29411764705882,4,39,4,4,4,0,17,17,17,1,1,1,1,0,0,0,0.764705882352941,3,13,292,3.05882352941176,10,52,FALSE
0,1,4.5,11,27,8.66666666666667,17,52,1.83333333333333,3,11,0,0,0,0,6,6,6,1,3,3,3,0,0,0,0.5,1,3,78,2.16666666666667,4,13,FALSE
3,7,7.6,45,114,11.2,69,168,1.33333333333333,3,20,3,9,9,0,5,11,15,1,0.333333333333333,1,1,0,0,0,0.8,3,12,225,1.4,3,21,FALSE
8,9,12.6470588235294,77,430,19.6764705882353,146,669,1.38235294117647,3,47,4.14285714285714,16,29,0,4.85714285714286,11,34,1,1,7,7,0,0,0,0.676470588235294,3,23,805,3.44117647058824,27,117,FALSE
1,4,5.63636363636364,30,62,9.63636363636364,52,106,1.72727272727273,4,19,2,2,2,0,11,11,11,1,0,0,0,0,0,0,1,2,11,150,2.54545454545455,12,28,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,15,0,0,0,0,0,0,18,0,0,0,FALSE
5,1,4.96428571428571,36,139,5.57142857142857,44,156,1.32142857142857,3,37,3,6,6,0,11,18,22,1,6,12,12,3,6,6,0.5,3,14,243,2.5,12,70,TRUE
1,0,5.33333333333333,18,32,9,36,54,1,1,6,0,0,0,0,4,4,4,1,0,0,0,2,2,2,0.5,1,3,77,1,1,6,FALSE
7,15,7.58823529411765,34,258,7.76470588235294,44,264,1.58823529411765,3,54,15,15,15,0,34,34,34,1,5,5,5,0,0,0,0.5,3,17,371,1.52941176470588,5,52,TRUE
0,0,0.571428571428571,1,4,0.714285714285714,1,5,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,1.14285714285714,3,8,25,1,1,7,FALSE
0,0,0.285714285714286,2,2,1,4,7,1,1,7,1,1,1,0,7,7,7,1,0,0,0,0,0,0,1,2,7,29,1.14285714285714,2,8,FALSE
0,0,0.4,2,6,1.33333333333333,4,20,1,1,15,5,5,5,0,15,15,15,1,0,0,0,0,0,0,0.6,3,9,60,1,1,15,FALSE
0,0,6.16666666666667,27,37,12,61,72,1,1,6,0,0,0,0,4,4,4,1,0,0,0,2,2,2,0.5,1,3,95,1,1,6,FALSE
1,1,1.95,5,39,3.2,14,64,1.05,2,21,3,3,3,0,20,20,20,1,0,0,0,0,0,0,0.95,2,19,116,1.45,6,29,TRUE
0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,11,11,11,1,0,0,0,0,0,0,1,1,11,27,1,1,11,TRUE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,0,11,11,11,0,0,0,0,0,0,21,0,0,0,FALSE
4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18,18,0,0,0,0,0,0,0,0.611111111111111,3,11,28,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,1,1,4,8,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,12,0,0,0,0,0,0,0,0.583333333333333,1,7,21,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,2,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0.5,1,1,5,0,0,0,FALSE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,0,0,0,0,0,0,0,0.714285714285714,3,10,24,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,2,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,5,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,4,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,5,5,5,0,0,0,0,0,0,0,0.2,1,1,15,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,FALSE
1,0,1.58333333333333,9,19,5.16666666666667,26,62,1.58333333333333,3,19,0,0,0,0,0,0,0,1,15,15,15,12,12,12,0.833333333333333,2,10,114,1.91666666666667,5,23,FALSE
0,0,3,6,6,4,7,8,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,18,1,1,2,FALSE
0,0,1,8,8,2.375,13,19,1,2,8,0,0,0,0,8,8,8,1,0,0,0,0,0,0,0.375,2,3,58,1.25,4,10,FALSE
0,0,0,0,0,0.866666666666667,11,13,1.06666666666667,2,16,7,7,7,0,15,15,15,1,0,0,0,0,0,0,0.8,4,12,63,1.13333333333333,3,17,FALSE
0,0,1.28571428571429,9,9,2.28571428571429,11,16,1,2,7,0,0,0,0,7,7,7,1,0,0,0,0,0,0,0.285714285714286,1,2,38,1.14285714285714,3,8,FALSE
0,0,1,2,3,1,2,3,1,1,3,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0.666666666666667,2,2,13,1,1,3,FALSE
2,0,2.36363636363636,8,26,5.45454545454545,16,60,1.54545454545455,4,17,4,4,4,0,11,11,11,1,2,2,2,0,0,0,0.545454545454545,2,6,98,2.54545454545455,6,28,FALSE
9,0,6.17647058823529,63,210,12.9411764705882,174,440,1.82352941176471,8,62,3,3,3,0,34,34,34,1,2,2,2,0,0,0,0.529411764705882,5,18,533,3.44117647058824,32,117,FALSE
2,0,3.90909090909091,30,43,10.7272727272727,54,118,1.63636363636364,4,18,3,3,3,0,11,11,11,1,2,2,2,0,0,0,1.09090909090909,2,12,163,4.18181818181818,14,46,FALSE
0,0,4.66666666666667,13,42,7.33333333333333,21,66,2.11111111111111,4,19,3,3,3,0,9,9,9,1,0,0,0,0,0,0,0.666666666666667,3,6,101,3,7,27,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,2,2,8,0,0,0,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,32,0,3,3,3,0,0,0,0.15625,3,5,47,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,11,0,0,0,0,0,0,0,0.636363636363636,2,7,18,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,13,0,0,0,0,0,0,0,1.15384615384615,2,15,35,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,6,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,0,0,0,0,0,0,0,0.375,1,3,14,0,0,0,FALSE
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,5,5,5,0,0,0,0,0,0,11,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,15,0,4,4,4,0,0,0,0.8,4,12,32,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,FALSE
2,0,2.5,3,5,1,1,2,1,1,2,0,0,0,0,2,2,2,1,1,1,1,0,0,0,0,0,0,20,1,1,2,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,FALSE
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1,1,1,FALSE
0,0,1.2,8,24,2.7,12,54,1.1,2,22,5,6,10,0,10,15,20,1,0,0,0,0,0,0,0.75,4,15,116,1.2,4,24,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,0,0,0,0,0,0.111111111111111,1,1,13,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,19,19,0,2,2,2,0,0,0,0.631578947368421,3,12,35,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0.5,1,2,9,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,8,0,0,0,FALSE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,4,0,0,0,1,1,1,8,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,7,7,7,0,0,0,0,0,0,19,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,1.66666666666667,4,5,12,0,0,0,FALSE
5,0,4.83333333333333,21,58,11.6666666666667,51,140,2.41666666666667,7,29,0.5,1,1,0,5.5,9,11,1,0.5,1,1,0.5,1,1,1.66666666666667,4,20,196,3.75,12,45,FALSE
0,0,2.16666666666667,5,13,3.16666666666667,10,19,1.16666666666667,2,7,2,2,2,0,6,6,6,1,0,0,0,0,0,0,0.5,3,3,42,1.33333333333333,3,8,FALSE
0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1,1,1,FALSE
0,0,2.5,5,10,2,4,8,1,1,4,0,0,0,0,4,4,4,1,0,0,0,0,0,0,0.5,1,2,20,1.25,2,5,FALSE
4,0,2.28571428571429,15,48,5.57142857142857,40,117,1.52380952380952,7,32,1,1,1,0,21,21,21,1,5,5,5,0,0,0,0.857142857142857,5,18,188,2.23809523809524,12,47,FALSE
0,0,1,5,5,3,10,15,1.2,2,6,2,2,2,0,5,5,5,1,0,0,0,0,0,0,0.6,1,3,35,1.2,2,6,FALSE
0,0,0.75,1,3,0.75,1,3,1,1,4,0,0,0,0,1,1,1,1,0,0,0,3,3,3,0.25,1,1,20,1,1,4,FALSE
0,0,3,6,6,4,7,8,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,17,1.5,2,3,FALSE
3,0,5.69230769230769,22,74,11.6923076923077,33,152,2.07692307692308,5,27,0,0,0,0,0,0,0,1,6,6,6,13,13,13,1.53846153846154,5,20,207,3.61538461538462,7,47,FALSE
0,0,0,0,0,1.33333333333333,3,4,1,2,3,1,1,1,0,3,3,3,1,0,0,0,0,0,0,1.66666666666667,4,5,19,1,2,3,FALSE
1,0,1.66666666666667,4,10,3.83333333333333,13,23,1.33333333333333,3,8,2,2,2,0,6,6,6,1,1,1,1,0,0,0,0.5,2,3,45,2.33333333333333,6,14,FALSE
0,0,1.25,2,5,3.25,6,13,1,1,4,0,0,0,0,0,0,0,1,0,0,0,4,4,4,0,0,0,25,1.75,3,7,FALSE
0,0,0.428571428571429,1,3,1.42857142857143,3,10,1,1,7,3,3,3,0,7,7,7,1,0,0,0,0,0,0,0.571428571428571,2,4,34,1,1,7,FALSE
